UE,Éléments constitutifs,MCC 40%,Examen 60%,Moy EC,Coef,Étudiant
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.77,16.55,15.84,"1,75",Etudiant_263
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.44,18.99,15.17,"1,00",Etudiant_263
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.73,10.4,10.13,"1,00",Etudiant_264
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.48,16.3,17.57,"2,00",Etudiant_264
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.94,17.29,17.15,"1,50",Etudiant_264
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.11,9.04,12.67,"1,75",Etudiant_264
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.03,9.19,8.33,"1,00",Etudiant_264
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.25,18.05,16.93,"1,00",Etudiant_265
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.45,15.61,17.14,"2,00",Etudiant_265
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.62,19.57,17.99,"1,50",Etudiant_265
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.18,8.96,11.85,"1,75",Etudiant_265
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.11,13.9,15.98,"1,00",Etudiant_265
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.16,7.93,8.42,"1,00",Etudiant_266
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.06,8.52,11.14,"2,00",Etudiant_266
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.6,12.04,14.67,"1,50",Etudiant_266
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.47,7.16,10.08,"1,75",Etudiant_266
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.46,7.08,7.63,"1,00",Etudiant_266
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.06,15.25,12.78,"1,00",Etudiant_267
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.47,16.6,14.54,"2,00",Etudiant_267
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.09,9.4,12.07,"1,50",Etudiant_267
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.89,14.34,16.16,"1,75",Etudiant_267
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.35,10.49,14.03,"1,00",Etudiant_267
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.37,7.61,9.12,"1,00",Etudiant_268
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.38,18.25,16.7,"2,00",Etudiant_268
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.98,13.95,13.96,"1,50",Etudiant_268
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.93,11.81,11.46,"1,75",Etudiant_268
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.46,14.37,12.0,"1,00",Etudiant_268
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.16,9.49,10.96,"1,00",Etudiant_269
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.31,16.38,12.75,"2,00",Etudiant_269
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.43,11.56,12.31,"1,50",Etudiant_269
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.48,8.3,9.97,"1,75",Etudiant_269
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.59,17.6,15.6,"1,00",Etudiant_269
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.87,19.12,16.22,"1,00",Etudiant_270
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.07,19.39,15.26,"2,00",Etudiant_270
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.71,18.65,15.48,"1,50",Etudiant_270
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.1,7.9,12.38,"1,75",Etudiant_270
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.55,16.42,12.88,"1,00",Etudiant_270
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.97,16.49,14.28,"1,00",Etudiant_271
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.78,18.46,18.99,"2,00",Etudiant_271
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.65,18.68,14.27,"1,50",Etudiant_271
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.46,12.15,10.27,"1,75",Etudiant_271
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.64,11.33,14.25,"1,00",Etudiant_271
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.68,11.55,10.0,"1,00",Etudiant_272
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.79,18.59,15.47,"2,00",Etudiant_272
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.94,7.26,8.73,"1,50",Etudiant_272
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.21,14.89,15.02,"1,75",Etudiant_272
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.02,19.26,18.37,"1,00",Etudiant_272
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.55,17.37,17.85,"1,00",Etudiant_273
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.43,18.57,18.92,"2,00",Etudiant_273
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.41,7.42,7.82,"1,50",Etudiant_273
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.24,10.81,12.58,"1,75",Etudiant_273
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.87,11.1,12.21,"1,00",Etudiant_273
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.25,13.58,14.64,"1,00",Etudiant_274
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.6,18.0,18.64,"2,00",Etudiant_274
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.42,15.38,12.19,"1,50",Etudiant_274
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.7,19.87,18.2,"1,75",Etudiant_274
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.62,7.91,8.6,"1,00",Etudiant_274
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.68,14.42,14.52,"1,00",Etudiant_275
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.55,9.08,10.07,"2,00",Etudiant_275
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.46,12.44,10.85,"1,50",Etudiant_275
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.74,13.89,15.83,"1,75",Etudiant_275
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.76,19.05,17.73,"1,00",Etudiant_275
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.2,15.47,14.96,"1,00",Etudiant_276
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.2,14.22,12.21,"2,00",Etudiant_276
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.13,15.37,12.07,"1,50",Etudiant_276
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.51,10.59,13.76,"1,75",Etudiant_276
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.57,11.51,12.33,"1,00",Etudiant_276
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.34,9.73,11.97,"1,00",Etudiant_277
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.43,12.33,10.77,"2,00",Etudiant_277
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.62,9.85,13.76,"1,50",Etudiant_277
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.18,9.26,8.82,"1,75",Etudiant_277
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.09,8.73,8.88,"1,00",Etudiant_277
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.55,13.93,15.38,"1,00",Etudiant_278
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.71,9.57,10.82,"2,00",Etudiant_278
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.89,10.42,11.01,"1,50",Etudiant_278
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.52,8.52,10.52,"1,75",Etudiant_278
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.41,12.17,11.87,"1,00",Etudiant_278
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.23,7.32,8.48,"1,00",Etudiant_279
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.98,9.11,11.86,"2,00",Etudiant_279
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.01,8.9,8.14,"1,50",Etudiant_279
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.55,11.17,13.32,"1,75",Etudiant_279
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.03,19.05,18.64,"1,00",Etudiant_279
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.46,7.58,9.14,"1,00",Etudiant_280
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.78,14.7,12.33,"2,00",Etudiant_280
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.04,15.81,16.7,"1,50",Etudiant_280
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.08,11.26,11.19,"1,75",Etudiant_280
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.77,13.95,15.88,"1,00",Etudiant_280
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.66,7.7,9.68,"1,00",Etudiant_281
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.76,11.01,12.11,"2,00",Etudiant_281
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.22,12.79,14.56,"1,50",Etudiant_281
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.53,7.6,9.97,"1,75",Etudiant_281
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.56,18.21,14.75,"1,00",Etudiant_281
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.67,10.53,13.39,"1,00",Etudiant_282
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.5,17.88,16.53,"2,00",Etudiant_282
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.86,13.09,14.2,"1,50",Etudiant_282
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.15,15.32,12.85,"1,75",Etudiant_282
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.66,7.35,7.48,"1,00",Etudiant_282
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.71,19.42,18.74,"1,00",Etudiant_283
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.03,10.39,12.65,"2,00",Etudiant_283
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.63,12.77,12.71,"1,50",Etudiant_283
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.42,13.05,12.8,"1,75",Etudiant_283
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.51,14.51,15.31,"1,00",Etudiant_283
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.21,8.01,9.69,"1,00",Etudiant_284
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.55,16.52,13.73,"2,00",Etudiant_284
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.35,11.69,11.95,"1,50",Etudiant_284
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.1,11.13,9.52,"1,75",Etudiant_284
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.12,13.32,12.04,"1,00",Etudiant_284
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.91,15.62,14.94,"1,00",Etudiant_285
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.8,12.38,10.55,"2,00",Etudiant_285
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.56,19.34,15.82,"1,50",Etudiant_285
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.98,11.11,13.06,"1,75",Etudiant_285
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.45,9.93,10.94,"1,00",Etudiant_285
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.92,8.62,10.34,"1,00",Etudiant_286
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.48,8.18,9.1,"2,00",Etudiant_286
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.93,7.88,9.9,"1,50",Etudiant_286
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.28,16.01,16.52,"1,75",Etudiant_286
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.4,15.38,14.98,"1,00",Etudiant_286
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.51,15.86,16.52,"1,00",Etudiant_287
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.02,8.66,12.0,"2,00",Etudiant_287
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.1,18.99,17.44,"1,50",Etudiant_287
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.47,16.23,13.93,"1,75",Etudiant_287
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.35,13.44,15.81,"1,00",Etudiant_287
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.55,9.6,12.38,"1,00",Etudiant_288
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.3,12.46,14.4,"2,00",Etudiant_288
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.54,15.68,13.62,"1,50",Etudiant_288
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.41,15.12,15.24,"1,75",Etudiant_288
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.53,19.43,17.47,"1,00",Etudiant_288
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.02,9.99,9.2,"1,00",Etudiant_289
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.94,17.37,14.8,"2,00",Etudiant_289
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.24,7.84,8.0,"1,50",Etudiant_289
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.05,18.61,15.19,"1,75",Etudiant_289
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.64,19.67,19.26,"1,00",Etudiant_289
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.19,9.91,9.22,"1,00",Etudiant_290
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.25,8.0,8.9,"2,00",Etudiant_290
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.22,9.66,9.89,"1,50",Etudiant_290
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.41,8.08,12.21,"1,75",Etudiant_290
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.96,12.25,12.93,"1,00",Etudiant_290
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.42,7.03,10.79,"1,00",Etudiant_291
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.59,12.44,14.1,"2,00",Etudiant_291
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.99,18.82,14.49,"1,50",Etudiant_291
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.83,13.52,14.84,"1,75",Etudiant_291
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.51,15.97,16.99,"1,00",Etudiant_291
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.01,15.2,13.52,"1,00",Etudiant_292
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.26,19.3,16.08,"2,00",Etudiant_292
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.5,8.86,13.12,"1,50",Etudiant_292
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.52,16.31,14.8,"1,75",Etudiant_292
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.69,8.9,10.82,"1,00",Etudiant_292
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.57,13.22,13.36,"1,00",Etudiant_293
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.86,17.24,16.29,"2,00",Etudiant_293
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.58,8.78,10.7,"1,50",Etudiant_293
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.96,14.79,12.46,"1,75",Etudiant_293
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.96,13.06,14.22,"1,00",Etudiant_293
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.08,17.56,14.57,"1,00",Etudiant_294
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.57,17.25,15.78,"2,00",Etudiant_294
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.41,14.64,14.55,"1,50",Etudiant_294
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.05,11.16,10.72,"1,75",Etudiant_294
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.06,16.68,15.63,"1,00",Etudiant_294
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.48,9.86,10.51,"1,00",Etudiant_295
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.46,7.73,12.42,"2,00",Etudiant_295
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.97,10.95,11.76,"1,50",Etudiant_295
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.4,15.08,12.41,"1,75",Etudiant_295
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.88,11.49,12.85,"1,00",Etudiant_295
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.72,12.38,11.32,"1,00",Etudiant_296
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.94,17.33,17.97,"2,00",Etudiant_296
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.7,12.41,14.53,"1,50",Etudiant_296
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.63,10.06,10.69,"1,75",Etudiant_296
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.62,16.5,16.95,"1,00",Etudiant_296
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.82,18.51,14.24,"1,00",Etudiant_297
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.95,9.71,10.6,"2,00",Etudiant_297
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.75,17.56,14.44,"1,50",Etudiant_297
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.35,14.78,11.81,"1,75",Etudiant_297
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.01,10.14,10.09,"1,00",Etudiant_297
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.14,13.26,12.81,"1,00",Etudiant_298
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.34,16.85,16.25,"2,00",Etudiant_298
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.23,13.24,14.04,"1,50",Etudiant_298
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.6,15.92,16.99,"1,75",Etudiant_298
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.44,10.79,9.85,"1,00",Etudiant_298
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.91,12.72,11.99,"1,00",Etudiant_299
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.53,16.45,16.08,"2,00",Etudiant_299
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.82,13.68,13.34,"1,50",Etudiant_299
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.1,7.35,11.65,"1,75",Etudiant_299
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.49,20.0,19.8,"1,00",Etudiant_299
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.57,17.2,17.35,"1,00",Etudiant_300
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.82,14.22,15.26,"2,00",Etudiant_300
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.41,8.29,8.74,"1,50",Etudiant_300
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.29,8.48,12.01,"1,75",Etudiant_300
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.83,9.42,9.18,"1,00",Etudiant_300
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.12,11.75,13.9,"1,00",Etudiant_301
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.08,14.88,12.56,"2,00",Etudiant_301
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.39,18.3,13.94,"1,50",Etudiant_301
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.26,20.0,17.3,"1,75",Etudiant_301
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.01,8.97,12.59,"1,00",Etudiant_301
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.31,11.33,10.52,"1,00",Etudiant_302
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.52,17.3,14.59,"2,00",Etudiant_302
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.92,8.03,7.99,"1,50",Etudiant_302
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.08,14.81,14.52,"1,75",Etudiant_302
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.22,19.44,18.96,"1,00",Etudiant_302
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.06,15.63,16.21,"1,00",Etudiant_303
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.28,18.74,14.16,"2,00",Etudiant_303
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.24,18.17,14.6,"1,50",Etudiant_303
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.01,11.58,10.55,"1,75",Etudiant_303
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.94,10.62,11.55,"1,00",Etudiant_303
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.04,13.27,12.38,"1,00",Etudiant_304
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.79,7.12,10.99,"2,00",Etudiant_304
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.77,19.09,15.36,"1,50",Etudiant_304
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.6,12.65,11.03,"1,75",Etudiant_304
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.91,17.54,16.89,"1,00",Etudiant_304
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.3,10.72,14.15,"1,00",Etudiant_305
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.66,7.67,8.86,"2,00",Etudiant_305
